Timestamp,Component,Description,Fault_Code,Severity,Status,Value
2025-06-17 02:00:46,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_616,High,Active,SimValue_10
2025-06-17 02:44:58,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_462,Medium,Cleared,SimValue_65
2025-06-17 07:11:06,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_183,High,Active,SimValue_76
2025-06-17 12:53:03,PV_Shading,PV Shading fault detected.,PV_462,Low,Active,SimValue_50
2025-06-17 13:27:25,PV_Shading,PV Shading fault detected.,PV_157,Low,Active,SimValue_45
2025-06-17 14:00:46,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_616,High,Cleared,SimValue_10
2025-06-17 16:28:50,PV_Shading,PV Shading fault detected.,PV_147,Low,Active,SimValue_45
2025-06-17 16:53:03,PV_Shading,PV Shading fault detected.,PV_462,Low,Cleared,SimValue_50
2025-06-17 18:11:06,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_183,High,Cleared,SimValue_76
2025-06-17 23:27:25,PV_Shading,PV Shading fault detected.,PV_157,Low,Cleared,SimValue_45
2025-06-18 04:28:50,PV_Shading,PV Shading fault detected.,PV_147,Low,Cleared,SimValue_45
2025-06-18 07:13:07,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_576,High,Active,SimValue_46
2025-06-18 11:13:07,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_576,High,Cleared,SimValue_46
2025-06-19 16:59:20,PV_Broken_Cell,PV Broken Cell fault detected.,PV_970,High,Active,SimValue_49
2025-06-19 17:59:20,PV_Broken_Cell,PV Broken Cell fault detected.,PV_970,High,Cleared,SimValue_49
2025-06-20 16:42:29,PV_Shading,PV Shading fault detected.,PV_393,Low,Active,SimValue_62
2025-06-20 20:42:29,PV_Shading,PV Shading fault detected.,PV_393,Low,Cleared,SimValue_62
2025-06-21 17:31:51,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_654,High,Active,SimValue_42
2025-06-21 20:31:51,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_654,High,Cleared,SimValue_42
2025-06-22 03:46:34,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_706,High,Active,SimValue_17
2025-06-22 11:29:50,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_953,Medium,Active,SimValue_73
2025-06-22 12:46:34,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_706,High,Cleared,SimValue_17
2025-06-22 13:29:50,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_953,Medium,Cleared,SimValue_73
2025-06-23 20:12:47,PV_Hot_Spot,PV Hot Spot fault detected.,PV_247,Medium,Active,SimValue_96
2025-06-24 07:12:47,PV_Hot_Spot,PV Hot Spot fault detected.,PV_247,Medium,Cleared,SimValue_96
2025-06-24 08:17:11,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_953,Medium,Active,SimValue_66
2025-06-24 08:46:08,PV_Shading,PV Shading fault detected.,PV_207,Low,Active,SimValue_88
2025-06-24 11:17:11,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_953,Medium,Cleared,SimValue_66
2025-06-24 11:38:49,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_894,High,Active,SimValue_88
2025-06-24 15:46:08,PV_Shading,PV Shading fault detected.,PV_207,Low,Cleared,SimValue_88
2025-06-24 20:38:49,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_894,High,Cleared,SimValue_88
2025-06-24 20:47:45,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_913,Medium,Active,SimValue_34
2025-06-25 08:47:45,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_913,Medium,Cleared,SimValue_34
2025-06-26 08:51:11,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_297,High,Active,SimValue_69
2025-06-26 11:37:37,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_564,High,Active,SimValue_48
2025-06-26 14:51:11,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_297,High,Cleared,SimValue_69
2025-06-26 17:37:37,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_564,High,Cleared,SimValue_48
2025-06-26 20:05:39,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_568,Medium,Active,SimValue_79
2025-06-27 08:05:39,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_568,Medium,Cleared,SimValue_79
2025-06-28 09:08:59,PV_Broken_Cell,PV Broken Cell fault detected.,PV_359,High,Active,SimValue_78
2025-06-28 11:16:38,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_885,Medium,Active,SimValue_12
2025-06-28 16:16:38,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_885,Medium,Cleared,SimValue_12
2025-06-28 20:08:59,PV_Broken_Cell,PV Broken Cell fault detected.,PV_359,High,Cleared,SimValue_78
2025-06-29 02:27:02,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_660,High,Active,SimValue_92
2025-06-29 10:55:14,PV_Hot_Spot,PV Hot Spot fault detected.,PV_664,Medium,Active,SimValue_80
2025-06-29 11:27:02,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_660,High,Cleared,SimValue_92
2025-06-29 18:04:05,PV_Shading,PV Shading fault detected.,PV_114,Low,Active,SimValue_34
2025-06-29 19:55:14,PV_Hot_Spot,PV Hot Spot fault detected.,PV_664,Medium,Cleared,SimValue_80
2025-06-30 02:04:05,PV_Shading,PV Shading fault detected.,PV_114,Low,Cleared,SimValue_34
2025-06-30 09:54:46,PV_Shading,PV Shading fault detected.,PV_886,Low,Active,SimValue_27
2025-06-30 17:51:31,PV_Broken_Cell,PV Broken Cell fault detected.,PV_206,High,Active,SimValue_60
2025-06-30 20:51:31,PV_Broken_Cell,PV Broken Cell fault detected.,PV_206,High,Cleared,SimValue_60
2025-06-30 21:54:46,PV_Shading,PV Shading fault detected.,PV_886,Low,Cleared,SimValue_27
2025-07-01 00:53:57,MCB_Faulty,MCB Faulty fault detected.,MC_661,High,Active,SimValue_66
2025-07-01 04:19:03,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_548,Medium,Active,SimValue_41
2025-07-01 07:53:57,MCB_Faulty,MCB Faulty fault detected.,MC_661,High,Cleared,SimValue_66
2025-07-01 10:19:03,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_548,Medium,Cleared,SimValue_41
2025-07-02 15:54:11,PV_Hot_Spot,PV Hot Spot fault detected.,PV_168,Medium,Active,SimValue_32
2025-07-03 02:54:11,PV_Hot_Spot,PV Hot Spot fault detected.,PV_168,Medium,Cleared,SimValue_32
2025-07-03 07:43:20,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_393,High,Active,SimValue_77
2025-07-03 17:43:20,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_393,High,Cleared,SimValue_77
2025-07-04 06:15:47,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_728,Medium,Active,SimValue_33
2025-07-04 10:15:47,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_728,Medium,Cleared,SimValue_33
2025-07-04 16:44:51,PV_Shading,PV Shading fault detected.,PV_749,Low,Active,SimValue_54
2025-07-04 19:21:07,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_212,High,Active,SimValue_60
2025-07-04 20:21:07,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_212,High,Cleared,SimValue_60
2025-07-04 21:44:51,PV_Shading,PV Shading fault detected.,PV_749,Low,Cleared,SimValue_54
2025-07-07 11:24:36,PV_Shading,PV Shading fault detected.,PV_410,Low,Active,SimValue_67
2025-07-07 14:24:36,PV_Shading,PV Shading fault detected.,PV_410,Low,Cleared,SimValue_67
2025-07-09 02:57:55,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_305,Medium,Active,SimValue_78
2025-07-09 05:07:08,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_829,Medium,Active,SimValue_57
2025-07-09 13:57:55,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_305,Medium,Cleared,SimValue_78
2025-07-09 17:07:08,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_829,Medium,Cleared,SimValue_57
2025-07-10 21:42:21,PV_Shading,PV Shading fault detected.,PV_304,Low,Active,SimValue_41
2025-07-11 04:42:21,PV_Shading,PV Shading fault detected.,PV_304,Low,Cleared,SimValue_41
2025-07-12 01:03:31,MCB_Faulty,MCB Faulty fault detected.,MC_738,High,Active,SimValue_56
2025-07-12 03:03:31,MCB_Faulty,MCB Faulty fault detected.,MC_738,High,Cleared,SimValue_56
2025-07-14 13:19:15,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_507,High,Active,SimValue_53
2025-07-14 14:19:15,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_507,High,Cleared,SimValue_53
2025-07-14 17:30:29,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_557,High,Active,SimValue_61
2025-07-14 21:30:29,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_557,High,Cleared,SimValue_61
2025-07-15 09:11:25,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_558,Medium,Active,SimValue_49
2025-07-15 15:11:25,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_558,Medium,Cleared,SimValue_49
2025-07-16 05:10:31,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_448,High,Active,SimValue_39
2025-07-16 08:10:31,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_448,High,Cleared,SimValue_39
2025-07-18 07:53:28,PV_Broken_Cell,PV Broken Cell fault detected.,PV_958,High,Active,SimValue_45
2025-07-18 18:53:28,PV_Broken_Cell,PV Broken Cell fault detected.,PV_958,High,Cleared,SimValue_45
2025-07-19 05:13:08,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_735,Medium,Active,SimValue_74
2025-07-19 08:13:08,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_735,Medium,Cleared,SimValue_74
2025-07-21 16:39:19,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_231,High,Active,SimValue_98
2025-07-22 02:39:19,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_231,High,Cleared,SimValue_98
2025-07-22 07:58:47,PV_Shading,PV Shading fault detected.,PV_791,Low,Active,SimValue_83
2025-07-22 08:58:47,PV_Shading,PV Shading fault detected.,PV_791,Low,Cleared,SimValue_83
2025-07-23 00:18:41,PV_Hot_Spot,PV Hot Spot fault detected.,PV_761,Medium,Active,SimValue_53
2025-07-23 04:18:41,PV_Hot_Spot,PV Hot Spot fault detected.,PV_761,Medium,Cleared,SimValue_53
2025-07-23 10:43:26,PV_Broken_Cell,PV Broken Cell fault detected.,PV_235,High,Active,SimValue_86
2025-07-23 17:50:11,PV_Shading,PV Shading fault detected.,PV_474,Low,Active,SimValue_90
2025-07-23 21:43:26,PV_Broken_Cell,PV Broken Cell fault detected.,PV_235,High,Cleared,SimValue_86
2025-07-23 23:40:43,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_711,High,Active,SimValue_77
2025-07-24 02:40:43,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_711,High,Cleared,SimValue_77
2025-07-24 04:50:11,PV_Shading,PV Shading fault detected.,PV_474,Low,Cleared,SimValue_90
2025-07-24 14:10:46,PV_Broken_Cell,PV Broken Cell fault detected.,PV_482,High,Active,SimValue_35
2025-07-24 18:40:34,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_807,High,Active,SimValue_48
2025-07-24 22:10:46,PV_Broken_Cell,PV Broken Cell fault detected.,PV_482,High,Cleared,SimValue_35
2025-07-25 00:40:34,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_807,High,Cleared,SimValue_48
2025-07-26 10:11:37,PV_Shading,PV Shading fault detected.,PV_760,Low,Active,SimValue_48
2025-07-26 17:11:37,PV_Shading,PV Shading fault detected.,PV_760,Low,Cleared,SimValue_48
2025-07-27 05:24:32,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_403,Medium,Active,SimValue_29
2025-07-27 05:36:34,PV_Broken_Cell,PV Broken Cell fault detected.,PV_897,High,Active,SimValue_91
2025-07-27 10:24:32,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_403,Medium,Cleared,SimValue_29
2025-07-27 13:36:34,PV_Broken_Cell,PV Broken Cell fault detected.,PV_897,High,Cleared,SimValue_91
2025-07-28 03:19:25,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_858,High,Active,SimValue_87
2025-07-28 12:19:25,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_858,High,Cleared,SimValue_87
2025-07-31 03:42:21,PV_Hot_Spot,PV Hot Spot fault detected.,PV_621,Medium,Active,SimValue_36
2025-07-31 12:42:21,PV_Hot_Spot,PV Hot Spot fault detected.,PV_621,Medium,Cleared,SimValue_36
2025-07-31 12:47:07,PV_Shading,PV Shading fault detected.,PV_721,Low,Active,SimValue_55
2025-07-31 21:47:07,PV_Shading,PV Shading fault detected.,PV_721,Low,Cleared,SimValue_55
2025-07-31 23:27:02,PV_Hot_Spot,PV Hot Spot fault detected.,PV_286,Medium,Active,SimValue_26
2025-08-01 02:27:02,PV_Hot_Spot,PV Hot Spot fault detected.,PV_286,Medium,Cleared,SimValue_26
2025-08-02 19:34:36,PV_Hot_Spot,PV Hot Spot fault detected.,PV_952,Medium,Active,SimValue_17
2025-08-03 05:34:36,PV_Hot_Spot,PV Hot Spot fault detected.,PV_952,Medium,Cleared,SimValue_17
2025-08-03 15:08:04,PV_Hot_Spot,PV Hot Spot fault detected.,PV_647,Medium,Active,SimValue_55
2025-08-03 19:14:03,PV_Hot_Spot,PV Hot Spot fault detected.,PV_170,Medium,Active,SimValue_14
2025-08-03 21:28:49,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_596,High,Active,SimValue_15
2025-08-03 22:08:04,PV_Hot_Spot,PV Hot Spot fault detected.,PV_647,Medium,Cleared,SimValue_55
2025-08-03 22:36:21,PV_Broken_Cell,PV Broken Cell fault detected.,PV_825,High,Active,SimValue_18
2025-08-04 02:28:49,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_596,High,Cleared,SimValue_15
2025-08-04 06:14:03,PV_Hot_Spot,PV Hot Spot fault detected.,PV_170,Medium,Cleared,SimValue_14
2025-08-04 07:36:21,PV_Broken_Cell,PV Broken Cell fault detected.,PV_825,High,Cleared,SimValue_18
2025-08-06 00:29:45,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_719,High,Active,SimValue_92
2025-08-06 04:29:45,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_719,High,Cleared,SimValue_92
2025-08-06 08:15:05,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_759,Medium,Active,SimValue_77
2025-08-06 15:15:05,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_759,Medium,Cleared,SimValue_77
2025-08-06 23:36:18,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_371,Medium,Active,SimValue_63
2025-08-07 00:36:18,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_371,Medium,Cleared,SimValue_63
2025-08-07 02:38:23,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_954,High,Active,SimValue_75
2025-08-07 14:38:23,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_954,High,Cleared,SimValue_75
2025-08-08 03:53:01,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_374,High,Active,SimValue_77
2025-08-08 15:53:01,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_374,High,Cleared,SimValue_77
2025-08-09 14:13:40,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_424,High,Active,SimValue_18
2025-08-10 01:13:40,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_424,High,Cleared,SimValue_18
2025-08-11 16:52:12,PV_Broken_Cell,PV Broken Cell fault detected.,PV_142,High,Active,SimValue_82
2025-08-11 19:52:12,PV_Broken_Cell,PV Broken Cell fault detected.,PV_142,High,Cleared,SimValue_82
2025-08-13 05:39:16,PV_Shading,PV Shading fault detected.,PV_393,Low,Active,SimValue_90
2025-08-13 06:39:16,PV_Shading,PV Shading fault detected.,PV_393,Low,Cleared,SimValue_90
2025-08-13 19:18:49,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_254,High,Active,SimValue_54
2025-08-13 21:18:59,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_993,Medium,Active,SimValue_53
2025-08-14 01:18:59,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_993,Medium,Cleared,SimValue_53
2025-08-14 06:18:49,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_254,High,Cleared,SimValue_54
2025-08-15 09:03:00,PV_Broken_Cell,PV Broken Cell fault detected.,PV_371,High,Active,SimValue_56
2025-08-15 13:03:00,PV_Broken_Cell,PV Broken Cell fault detected.,PV_371,High,Cleared,SimValue_56
2025-08-17 08:46:58,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_827,High,Active,SimValue_81
2025-08-17 11:21:19,MCB_Faulty,MCB Faulty fault detected.,MC_125,High,Active,SimValue_92
2025-08-17 15:21:19,MCB_Faulty,MCB Faulty fault detected.,MC_125,High,Cleared,SimValue_92
2025-08-17 15:46:58,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_827,High,Cleared,SimValue_81
2025-08-18 08:06:41,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_141,Medium,Active,SimValue_11
2025-08-18 18:06:41,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_141,Medium,Cleared,SimValue_11
2025-08-19 21:26:18,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_355,High,Active,SimValue_49
2025-08-20 03:26:18,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_355,High,Cleared,SimValue_49
2025-08-20 11:08:36,PV_Broken_Cell,PV Broken Cell fault detected.,PV_574,High,Active,SimValue_43
2025-08-20 19:08:36,PV_Broken_Cell,PV Broken Cell fault detected.,PV_574,High,Cleared,SimValue_43
2025-08-21 08:56:37,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_822,High,Active,SimValue_61
2025-08-21 18:56:37,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_822,High,Cleared,SimValue_61
2025-08-22 06:21:41,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_367,High,Active,SimValue_39
2025-08-22 12:21:41,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_367,High,Cleared,SimValue_39
2025-08-23 00:11:24,PV_Hot_Spot,PV Hot Spot fault detected.,PV_913,Medium,Active,SimValue_18
2025-08-23 02:11:24,PV_Hot_Spot,PV Hot Spot fault detected.,PV_913,Medium,Cleared,SimValue_18
2025-08-23 04:08:22,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_402,High,Active,SimValue_33
2025-08-23 04:53:27,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_519,Medium,Active,SimValue_79
2025-08-23 05:53:27,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_519,Medium,Cleared,SimValue_79
2025-08-23 10:09:58,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_734,Medium,Active,SimValue_96
2025-08-23 12:09:58,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_734,Medium,Cleared,SimValue_96
2025-08-23 14:08:22,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_402,High,Cleared,SimValue_33
2025-08-23 22:11:05,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_621,Medium,Active,SimValue_88
2025-08-24 09:11:05,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_621,Medium,Cleared,SimValue_88
2025-08-26 05:29:24,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_189,High,Active,SimValue_30
2025-08-26 10:29:24,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_189,High,Cleared,SimValue_30
2025-08-27 18:14:40,PV_Hot_Spot,PV Hot Spot fault detected.,PV_815,Medium,Active,SimValue_10
2025-08-28 04:02:15,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_632,High,Active,SimValue_35
2025-08-28 06:14:40,PV_Hot_Spot,PV Hot Spot fault detected.,PV_815,Medium,Cleared,SimValue_10
2025-08-28 09:32:15,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_432,High,Active,SimValue_13
2025-08-28 13:02:15,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_632,High,Cleared,SimValue_35
2025-08-28 15:44:03,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_416,Medium,Active,SimValue_68
2025-08-28 17:32:15,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_432,High,Cleared,SimValue_13
2025-08-28 17:44:03,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_416,Medium,Cleared,SimValue_68
2025-08-29 08:27:18,PV_Shading,PV Shading fault detected.,PV_620,Low,Active,SimValue_99
2025-08-29 17:27:18,PV_Shading,PV Shading fault detected.,PV_620,Low,Cleared,SimValue_99
2025-08-30 04:49:28,PV_Broken_Cell,PV Broken Cell fault detected.,PV_848,High,Active,SimValue_52
2025-08-30 09:49:28,PV_Broken_Cell,PV Broken Cell fault detected.,PV_848,High,Cleared,SimValue_52
2025-08-30 15:32:15,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_961,Medium,Active,SimValue_36
2025-08-31 00:32:15,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_961,Medium,Cleared,SimValue_36
2025-09-01 16:34:34,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_159,High,Active,SimValue_47
2025-09-02 03:34:34,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_159,High,Cleared,SimValue_47
2025-09-02 03:58:42,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_988,Medium,Active,SimValue_98
2025-09-02 10:58:42,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_988,Medium,Cleared,SimValue_98
2025-09-02 14:43:20,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_687,High,Active,SimValue_71
2025-09-02 16:43:20,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_687,High,Cleared,SimValue_71
2025-09-03 04:02:56,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_770,High,Active,SimValue_74
2025-09-03 08:02:56,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_770,High,Cleared,SimValue_74
2025-09-03 15:36:22,PV_Shading,PV Shading fault detected.,PV_763,Low,Active,SimValue_61
2025-09-03 22:27:56,PV_Broken_Cell,PV Broken Cell fault detected.,PV_449,High,Active,SimValue_63
2025-09-04 00:36:22,PV_Shading,PV Shading fault detected.,PV_763,Low,Cleared,SimValue_61
2025-09-04 03:14:48,PV_Hot_Spot,PV Hot Spot fault detected.,PV_133,Medium,Active,SimValue_87
2025-09-04 06:27:56,PV_Broken_Cell,PV Broken Cell fault detected.,PV_449,High,Cleared,SimValue_63
2025-09-04 08:14:48,PV_Hot_Spot,PV Hot Spot fault detected.,PV_133,Medium,Cleared,SimValue_87
2025-09-05 16:40:55,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_244,High,Active,SimValue_62
2025-09-05 20:40:55,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_244,High,Cleared,SimValue_62
2025-09-06 13:28:40,PV_Broken_Cell,PV Broken Cell fault detected.,PV_867,High,Active,SimValue_62
2025-09-06 15:10:22,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_400,Medium,Active,SimValue_57
2025-09-06 17:10:22,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_400,Medium,Cleared,SimValue_57
2025-09-06 18:28:40,PV_Broken_Cell,PV Broken Cell fault detected.,PV_867,High,Cleared,SimValue_62
2025-09-07 11:48:15,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_765,Medium,Active,SimValue_16
2025-09-07 14:48:15,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_765,Medium,Cleared,SimValue_16
2025-09-07 20:25:42,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_298,High,Active,SimValue_49
2025-09-08 04:25:42,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_298,High,Cleared,SimValue_49
2025-09-08 15:45:33,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_208,High,Active,SimValue_34
2025-09-08 17:45:33,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_208,High,Cleared,SimValue_34
2025-09-09 23:54:57,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_624,Medium,Active,SimValue_86
2025-09-10 00:29:44,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_431,High,Active,SimValue_32
2025-09-10 03:55:50,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_198,Medium,Active,SimValue_41
2025-09-10 04:54:57,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_624,Medium,Cleared,SimValue_86
2025-09-10 11:29:44,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_431,High,Cleared,SimValue_32
2025-09-10 11:55:50,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_198,Medium,Cleared,SimValue_41
2025-09-11 04:46:32,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_979,High,Active,SimValue_29
2025-09-11 07:46:32,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_979,High,Cleared,SimValue_29
2025-09-11 18:07:06,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_259,High,Active,SimValue_45
2025-09-12 02:07:06,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_259,High,Cleared,SimValue_45
2025-09-13 20:49:51,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_827,High,Active,SimValue_93
2025-09-14 07:49:51,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_827,High,Cleared,SimValue_93
2025-09-14 10:47:11,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_302,High,Active,SimValue_37
2025-09-14 17:36:25,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_155,Medium,Active,SimValue_21
2025-09-14 18:10:50,PV_Broken_Cell,PV Broken Cell fault detected.,PV_619,High,Active,SimValue_17
2025-09-14 20:47:11,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_302,High,Cleared,SimValue_37
2025-09-14 23:10:50,PV_Broken_Cell,PV Broken Cell fault detected.,PV_619,High,Cleared,SimValue_17
2025-09-15 04:36:25,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_155,Medium,Cleared,SimValue_21
2025-09-15 06:47:56,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_171,High,Active,SimValue_61
2025-09-15 16:38:45,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_719,High,Active,SimValue_32
2025-09-15 16:47:56,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_171,High,Cleared,SimValue_61
2025-09-15 18:19:32,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_931,High,Active,SimValue_46
